"","from","to"
"1363","93071","93081"
"1364","93081","93091"
"1365","93091","84159"
"1366","84159","84119"
"1367","84119","84149"
"1368","84149","84089"
"1369","84089","84079"
"1370","84079","84109"
"1371","84109","85091"
"1372","85091","85101"
"1373","85101","96011"
"1374","96011","96021"
"1375","96021","96031"
"1376","96031","95901"
"1377","95901","96201"
"1378","96201","96191"
"1379","96191","96181"
"1380","96181","96121"
"1381","96121","76101"
"1382","76101","76031"
"1383","76031","76231"
"1384","76231","76241"
"1385","76241","98011"
"1386","98011","98091"
"1387","98091","78051"
"1388","78051","78061"
"1389","78061","78079"
"1390","78079","78089"
"1391","78089","78101"
"1392","78101","77009"
"1393","10499","10051"
"1394","10051","10061"
"1395","10061","10071"
"1396","10371","10171"
"1397","10171","10181"
"1398","10181","10191"
"1399","10191","10201"
"1400","10201","10281"
"1401","10281","10291"
"1402","10291","11539"
"1403","11539","11529"
"1404","11529","11519"
"1405","11519","18019"
"1406","18019","15059"
"1407","15059","15049"
"1408","15049","14189"
"1409","14189","14179"
"1410","14179","14169"
"1411","14169","14041"
"1412","14041","14349"
"1413","14349","14339"
"1414","14339","14329"
"1415","14329","14491"
"1416","14491","14501"
"1417","14501","14391"
"1418","14391","14331"
"1419","14331","14341"
"1420","14341","14049"
"1421","14049","14161"
"1422","14161","14171"
"1423","14171","15041"
"1424","15041","15051"
"1425","15051","18011"
"1426","18011","11511"
"1427","11511","11521"
"1428","11521","11531"
"1429","11531","10299"
"1430","10299","10209"
"1431","10209","10199"
"1432","10199","10189"
"1433","10189","10179"
"1434","10179","10379"
"1435","10379","10079"
"1436","10079","10069"
"1437","10069","10059"
"1438","10059","10499"
"1439","10499","10049"
"1440","10049","10017"
"1441","10221","10231"
"1442","10231","10389"
"1443","10389","10169"
"1444","10169","10121"
"1445","10121","10071"
"1446","10071","10501"
"1447","10501","10369"
"1448","10369","14039"
"1449","14039","14291"
"1450","14291","14269"
"1451","14269","14259"
"1452","14259","14279"
"1453","14279","14319"
"1454","14319","14489"
"1455","14489","14309"
"1456","14309","14379"
"1457","14379","14031"
"1458","14031","10361"
"1459","10361","10079"
"1460","10079","10129"
"1461","10129","10151"
"1462","10151","10161"
"1463","10161","10381"
"1464","10381","10239"
"1465","10239","10229"
"1466","10011","10041"
"1467","10041","10499"
"1468","10499","10049"
"1469","10049","10017"
"1470","10141","10151"
"1471","10151","10161"
"1472","10161","10381"
"1473","10381","10241"
"1474","10241","10261"
"1475","10261","10271"
"1476","10271","10321"
"1477","10321","10479"
"1478","10479","10469"
"1479","10469","11499"
"1480","11499","11489"
"1481","11489","11479"
"1482","11479","11469"
"1483","11469","11061"
"1484","11061","11439"
"1485","11439","11429"
"1486","11429","11169"
"1487","11169","11471"
"1488","11471","11481"
"1489","11481","11491"
"1490","11491","10461"
"1491","10461","10471"
"1492","10471","10329"
"1493","10329","10279"
"1494","10279","10269"
"1495","10269","10249"
"1496","10249","10389"
"1497","10389","10169"
"1498","10169","10149"
"1499","10011","10041"
"1500","10041","10499"
"1501","10009","10659"
"1502","10659","10101"
"1503","10101","10111"
"1504","10111","10131"
"1505","10131","11021"
"1506","11021","11031"
"1507","11031","11041"
"1508","11041","11051"
"1509","11051","11061"
"1510","11061","11071"
"1511","11071","11081"
"1512","11081","11229"
"1513","11229","11219"
"1514","11219","11209"
"1515","11209","13029"
"1516","13029","13019"
"1517","10141","10151"
"1518","10151","10161"
"1519","10161","10379"
"1520","10379","10369"
"1521","10369","14039"
"1522","14039","14389"
"1523","14389","14381"
"1524","14381","14029"
"1525","14029","14019"
"1526","14019","14519"
"1527","14519","14521"
"1528","14521","14539"
"1529","14539","14529"
"1530","14529","14011"
"1531","14011","14021"
"1532","14021","14379"
"1533","14379","14389"
"1534","14389","14381"
"1535","14381","14031"
"1536","14031","10361"
"1537","10361","10371"
"1538","10371","10169"
"1539","10169","10149"
"1540","13011","13021"
"1541","13021","11201"
"1542","11201","11211"
"1543","11211","11221"
"1544","11221","11089"
"1545","11089","11079"
"1546","11079","11069"
"1547","11069","11059"
"1548","11059","11049"
"1549","11049","11039"
"1550","11039","11029"
"1551","11029","11019"
"1552","11019","10139"
"1553","10139","10119"
"1554","10119","10651"
"1555","10651","10009"
"1556","14009","14129"
"1557","14129","14119"
"1558","14119","14011"
"1559","14011","14021"
"1560","14021","14379"
"1561","14379","14389"
"1562","14389","14381"
"1563","14381","14031"
"1564","14031","10361"
"1565","10361","10371"
"1566","10371","10169"
"1567","10169","10149"
"1568","10149","10141"
"1569","10141","10151"
"1570","10151","10161"
"1571","10161","10379"
"1572","10379","10369"
"1573","10369","14039"
"1574","14039","14389"
"1575","14389","14381"
"1576","14381","14029"
"1577","14029","14019"
"1578","14019","14141"
"1579","14141","14009"
"1580","52499","52451"
"1581","52451","52129"
"1582","52129","52109"
"1583","52109","52099"
"1584","52099","50159"
"1585","50159","50211"
"1586","50211","50221"
"1587","50221","50129"
"1588","50129","50119"
"1589","50119","50069"
"1590","50069","40129"
"1591","40129","40189"
"1592","40189","40179"
"1593","10011","10041"
"1594","10041","10399"
"1595","10399","14221"
"1596","14221","14231"
"1597","14231","14021"
"1598","14021","14379"
"1599","14379","14291"
"1600","14291","14271"
"1601","14271","14281"
"1602","14281","14059"
"1603","14059","14349"
"1604","14349","14339"
"1605","14339","14399"
"1606","14399","14509"
"1607","14509","14499"
"1608","14499","14359"
"1609","14359","14159"
"1610","14159","14139"
"1611","14139","14009"
"1612","14009","14131"
"1613","14131","14151"
"1614","14151","14351"
"1615","14351","14491"
"1616","14491","14501"
"1617","14501","14391"
"1618","14391","14331"
"1619","14331","14341"
"1620","14341","14051"
"1621","14051","14279"
"1622","14279","14299"
"1623","14299","14029"
"1624","14029","14239"
"1625","14239","14229"
"1626","14229","10391"
"1627","10391","10049"
"1628","10049","10017"
"1629","10017","10018"
"1630","40171","40181"
"1631","40181","40121"
"1632","40121","50061"
"1633","50061","50111"
"1634","50111","50121"
"1635","50121","50229"
"1636","50229","50991"
"1637","50991","52129"
"1638","52129","52109"
"1639","52109","52499"
"1640","52499","52451"
"1641","52451","52129"
"1642","52129","52109"
"1643","52109","52099"
"1644","52099","50159"
"1645","50159","50211"
"1646","50211","50221"
"1647","50221","50231"
"1648","50231","50241"
"1649","50241","60101"
"1650","60101","60121"
"1651","60121","60141"
"1652","60141","60161"
"1653","60161","60211"
"1654","60211","70361"
"1655","70361","70341"
"1656","70321","70311"
"1657","70311","70019"
"1658","70019","80239"
"1659","80239","80229"
"1660","80229","80269"
"1661","80269","80091"
"1662","80091","81081"
"1663","81081","81091"
"1664","81091","70011"
"1665","70011","70319"
"1666","70319","70329"
"1667","70349","70359"
"1668","70359","60219"
"1669","60219","60179"
"1670","60179","60159"
"1671","60159","60139"
"1672","60139","60119"
"1673","60119","60099"
"1674","50249","50239"
"1675","50239","50229"
"1676","50229","50991"
"1677","50991","52129"
"1678","52129","52109"
"1679","52109","52499"
"1680","81081","81091"
"1681","81091","70011"
"1682","70011","70319"
"1683","70319","70329"
"1684","70349","70359"
"1685","70359","60219"
"1686","75009","76529"
"1687","76529","76519"
"1688","76519","75271"
"1689","75271","75281"
"1690","75281","75291"
"1691","75291","75311"
"1692","75311","75361"
"1693","75361","75381"
"1694","75381","75391"
"1695","75391","74011"
"1696","74011","74021"
"1697","74021","74031"
"1698","74031","74041"
"1699","74041","75319"
"1700","75319","75299"
"1701","75299","75289"
"1702","75289","75279"
"1703","75279","76511"
"1704","76511","76521"
"1705","76521","75009"
"1706","75009","76529"
"1707","76529","76519"
"1708","76519","75271"
"1709","75271","75281"
"1710","54399","54339"
"1711","54339","54329"
"1712","54329","54319"
"1713","40189","40179"
"1714","40171","40181"
"1715","54311","54321"
"1716","54321","54331"
"1717","54331","54391"
"1718","75019","76559"
"1719","76559","76191"
"1720","76191","76149"
"1721","76149","76139"
"1722","76139","76111"
"1723","76111","76121"
"1724","76121","76281"
"1725","76281","75229"
"1726","75229","75239"
"1727","75239","75249"
"1728","75249","75259"
"1729","75259","62071"
"1730","62071","62081"
"1731","62081","62091"
"1732","62091","66069"
"1733","66069","52069"
"1734","52069","52059"
"1735","52059","52361"
"1736","52361","52449"
"1737","52449","52179"
"1738","52179","52209"
"1739","52209","52199"
"1740","52199","52189"
"1741","52189","52079"
"1742","52079","50161"
"1743","50161","50171"
"1744","50171","52401"
"1745","52401","52411"
"1746","52411","52451"
"1747","52451","52129"
"1748","52129","52049"
"1749","52049","52119"
"1750","52119","52499"
"1751","52499","52451"
"1752","52451","52129"
"1753","52129","52049"
"1754","52049","52119"
"1755","52119","52419"
"1756","52419","52409"
"1757","52409","52479"
"1758","52479","50169"
"1759","50169","51011"
"1760","51011","52071"
"1761","52071","52181"
"1762","52181","52191"
"1763","52191","52201"
"1764","52201","52171"
"1765","52171","52441"
"1766","52441","52369"
"1767","52369","52051"
"1768","52051","52061"
"1769","52061","66061"
"1770","66061","62099"
"1771","62099","62089"
"1772","62089","62079"
"1773","62079","75251"
"1774","75251","75241"
"1775","75241","75231"
"1776","75231","75221"
"1777","75221","76289"
"1778","76289","76129"
"1779","76129","76119"
"1780","76119","76131"
"1781","76131","76141"
"1782","76141","76199"
"1783","76199","76551"
"1784","76551","75019"
"1785","77009","78109"
"1786","78109","78081"
"1787","78081","78071"
"1788","78071","78069"
"1789","78069","78059"
"1790","78059","98099"
"1791","98099","98019"
"1792","98019","76249"
"1793","76249","76239"
"1794","76239","76039"
"1795","76039","76109"
"1796","76109","96129"
"1797","96129","96189"
"1798","96189","96199"
"1799","96199","96209"
"1800","85099","84101"
"1801","84101","84071"
"1802","84071","84081"
"1803","84081","84141"
"1804","84141","84111"
"1805","84111","84151"
"1806","84151","93131"
"1807","10011","10499"
"1808","10499","10017"
"1809","93139","84159"
"1810","84159","84119"
"1811","84119","84149"
"1812","84149","84089"
"1813","84089","84079"
"1814","84079","84109"
"1815","84109","85091"
"1816","96201","96191"
"1817","96191","96181"
"1818","96181","96121"
"1819","96121","76101"
"1820","76101","76031"
"1821","76031","76231"
"1822","76231","76241"
"1823","76241","98011"
"1824","98011","98091"
"1825","98091","78051"
"1826","78051","78061"
"1827","78061","78079"
"1828","78079","78089"
"1829","78089","78101"
"1830","78101","77009"
"1831","55509","55209"
"1832","55209","54059"
"1833","54059","54049"
"1834","54049","54039"
"1835","54039","54019"
"1836","54019","53169"
"1837","53169","53379"
"1838","53379","53389"
"1839","53389","53399"
"1840","53399","53231"
"1841","53231","53211"
"1842","53211","52021"
"1843","52021","52031"
"1844","52031","52051"
"1845","52051","52061"
"1846","52061","66061"
"1847","66061","66071"
"1848","66071","61049"
"1849","61049","61039"
"1850","61039","61029"
"1851","61029","61019"
"1852","61019","60269"
"1853","60269","60209"
"1854","60209","60179"
"1855","60179","60159"
"1856","60159","60139"
"1857","60139","60119"
"1858","60119","60099"
"1859","80011","80031"
"1860","80031","80051"
"1861","80051","80071"
"1862","80071","80091"
"1863","80091","81011"
"1864","81011","81031"
"1865","81031","81051"
"1866","81051","82011"
"1867","82011","82032"
"1868","82032","82061"
"1869","82061","83299"
"1870","83299","83319"
"1871","83319","83309"
"1872","83309","92279"
"1873","92279","92061"
"1874","92061","92239"
"1875","92239","92071"
"1876","92071","92081"
"1877","92081","93011"
"1878","93011","93021"
"1879","93021","93121"
"1880","93121","93071"
"1881","93071","93081"
"1882","93081","93091"
"1883","93091","94011"
"1884","94011","94021"
"1885","94021","94031"
"1886","94031","94041"
"1887","94041","94051"
"1888","94051","94061"
"1889","94061","94009"
"1890","94009","94069"
"1891","94069","94059"
"1892","94059","94049"
"1893","94049","94089"
"1894","94089","94039"
"1895","94039","94029"
"1896","94029","94019"
"1897","94019","93099"
"1898","93099","93089"
"1899","93089","93079"
"1900","93079","93129"
"1901","93129","93029"
"1902","93029","93019"
"1903","93019","92089"
"1904","92089","92211"
"1905","92211","92221"
"1906","92221","92231"
"1907","92231","92271"
"1908","92271","83301"
"1909","83301","83311"
"1910","83311","83291"
"1911","83291","82069"
"1912","82069","82049"
"1913","82049","82029"
"1914","82029","82109"
"1915","82109","81069"
"1916","81069","81049"
"1917","81049","81029"
"1918","81029","80089"
"1919","80089","80069"
"1920","80069","80049"
"1921","80049","80039"
"1922","80039","80029"
"1923","60101","60121"
"1924","60121","60141"
"1925","60141","60161"
"1926","60161","60201"
"1927","60201","60261"
"1928","60261","61011"
"1929","61011","61021"
"1930","61021","61031"
"1931","61031","61041"
"1932","61041","66089"
"1933","66089","66079"
"1934","66079","66069"
"1935","66069","52069"
"1936","52069","52059"
"1937","52059","52039"
"1938","52039","53219"
"1939","53219","53239"
"1940","53239","53391"
"1941","53391","53381"
"1942","53381","53371"
"1943","53371","53161"
"1944","53161","54011"
"1945","54011","54031"
"1946","54031","54041"
"1947","54041","54051"
"1948","54051","55201"
"1949","55201","55509"
"1950","54009","54248"
"1951","54248","54019"
"1952","54019","53321"
"1953","53321","53209"
"1954","53209","53199"
"1955","53199","53189"
"1956","53189","53179"
"1957","53179","53039"
"1958","53039","53029"
"1959","53029","53019"
"1960","53019","51069"
"1961","51069","51059"
"1962","51059","51049"
"1963","51049","51039"
"1964","51039","51029"
"1965","51029","51019"
"1966","51019","50161"
"1967","50161","50171"
"1968","50171","50191"
"1969","50191","50201"
"1970","50201","50211"
"1971","50211","50221"
"1972","50221","50231"
"1973","50231","50241"
"1974","60199","60099"
"1975","50249","50239"
"1976","50239","50229"
"1977","50229","50209"
"1978","50209","50199"
"1979","50199","50189"
"1980","50189","50179"
"1981","50179","50169"
"1982","50169","51011"
"1983","51011","51021"
"1984","51021","51031"
"1985","51031","51041"
"1986","51041","51051"
"1987","51051","51071"
"1988","51071","53011"
"1989","53011","53021"
"1990","53021","53171"
"1991","53171","53181"
"1992","53181","53191"
"1993","53191","53201"
"1994","53201","53329"
"1995","53329","53161"
"1996","53161","54011"
"1997","54011","54241"
"1998","54241","54009"
"1999","54009","54248"
"2000","54248","54019"
"2001","54019","53321"
"2002","53321","53209"
"2003","53209","53199"
"2004","53199","53189"
